id,nome,ano,sinopse,genero
680,Pânico na Floresta 2,2007,"De olho em prêmio, grupo de desconhecidos participa de reality show em uma floresta nos EUA e realmente tem de lutar pela sobrevivência quando é...",Terror
681,Ran,1985,O senhor de guerra Hidetori Ichimonji decide que chegou o momento de se aposentar e dividir seu feudo entre seus três filhos. Seu filho mais velho...,Ação
682,Iron Maiden: Burning Ambition,2026,"O longa explora como o Iron Maiden ajudou a moldar um movimento cultural, desafiando visões convencionais sobre o rock e o impacto mais amplo do...",Documentário
683,Coração Valente,1995,"No século XIII, soldados ingleses matam a mulher do escocês William Wallace, bem na sua noite de núpcias. Para vingar a amada, ele resolve liderar...",Ação
684,Jurassic World: Reino Ameaçado,2018,"Quatro anos após o fechamento do Jurassic World, um vulcão prestes a entrar em erupção põe em risco a vida na ilha Nublar. No local não há mais...",Aventura
685,Eternos,2021,"Após os eventos de ""Vingadores: Ultimato"", os Eternos, uma raça alienígena imortal criada pelos Celestiais que vivem em segredo na Terra há mais...",Ficção
686,Boca de Fumo,2025,"Em El Paso, Texas, um agente disfarçado da Narcóticos e seu parceiro brincam de gato e rato com um grupo ousado de ladrões: seus próprios filhos...",Ação
687,O Troll da Montanha 2,2025,"O despertar de um novo troll causa devastação na Noruega. Agora, Nora, Andreas e o capitão Kris terão que encarar a missão mais perigosa de suas...",Ação
688,Babysitters de Luxo,2008,"De um romance com o pai das crianças de quem cuidava, uma estudante inicia uma agência de babás, que oferece garotas de programa adolescentes para...",Drama
689,Karate Kid,2010,"Dre Parker se mudou com a mãe para Pequim, devido ao trabalho dela. Logo ao chegar, ele se interessa por Meiying, uma garota que conhece...",Ação
690,Sr. & Sra. Smith,2005,"John e Jane Smith aparentemente parecem formar um casal normal, mas na realidade ambos mantêm um segredo. Os dois são assassinos de aluguel...",Ação
691,Gente Grande 2,2013,"Lenny Feder e sua família se mudam para sua cidade natal para ficar perto dos amigos, mas acabam tendo que enfrentar alguns fantasmas do passado,...",Comédia
692,Demon Slayer: Mugen Train - O Filme,2020,"Tanjiro, Inosuke e Zenitsu são enviados pelo comando do Esquadrão de Exterminadores para uma missão no Trem Infinito, onde devem se encontrar com...",Animação
693,A Freira,2018,"Presa em um convento na Romênia, uma freira comete suicídio. Para investigar o caso, o Vaticano envia um padre assombrado e uma noviça prestes a...",Terror
694,Laranja Mecânica,1971,"Em uma Inglaterra do futuro, um membro de uma gangue de delinquentes tenta desligar-se, mas é espancado pelos demais e deixado ao abandono para...",Ficção
695,Um Lugar Silencioso,2018,"Em uma fazenda dos Estados Unidos, uma família do meio-oeste é perseguida por uma entidade fantasmagórica assustadora. Para se protegerem, eles...",Terror
696,007: Sem Tempo para Morrer,2021,"Bond deixou o serviço ativo e está desfrutando de uma vida tranquila na Jamaica. Sua paz é interrompida quando o seu velho amigo Felix Leiter, da...",Ação
697,O Exterminador do Futuro 3: A Rebelião das Máquinas,2003,"Na intenção de concluir a missão ainda inacabada, a bela e perigosa máquina mortífera T-X é enviada para matar John Connor, líder da resistência...",Ação
698,Uma Babá Quase Perfeita,1993,"Daniel Hillard está passando por uma fase complicada, acaba de se separar de Miranda e perdeu o seu emprego. Impedido pela ex-esposa de passar...",Comédia
699,O Pequenino,2006,"O anão Calvin mal saiu da prisão e já planeja um novo assalto a uma joalheria. Perseguido pela polícia, ele esconde o diamante na bolsa de...",Comédia
700,O Beijo da Mulher Aranha,2025,"Para sobreviver ao confinamento e à tortura, Molina usa a imaginação para contar a história de um musical hollywoodiano que o fascina. Ele narra a...",Romance
701,Invocação do Mal 3: A Ordem do Demônio,2021,Um dos casos mais sensacionais de seus arquivos começa com a luta pela alma de um garoto e depois os leva para além de qualquer coisa que já...,Terror
702,X-Men: Apocalipse,2016,"Apocalipse, o primeiro mutante de todos, consegue retornar à vida após milhares de anos. Agora, ele sai à procura de seguidores para dominar o...",Ficção
703,A Fantástica Fábrica de Chocolate,2005,"Willy Wonka é o excêntrico dono da maior fábrica de doces do planeta, que decide realizar um concurso mundial para escolher um herdeiro para seu...",Aventura
704,Sicario: Terra de Ninguém,2015,"Na crescente fronteira sem lei entre os Estados Unidos e o México, uma agente do FBI é exposta ao mundo brutal do tráfico internacional de drogas...",Ação
705,O Mago do Kremlin,2026,"Após a queda da URSS, um artista genial se torna a mente sombria por trás do poder de Vladimir Putin. Vadim Baranov era produtor de TV, mestre em...",Drama
706,Harakiri,1962,"No século 18, o Japão não está mais em guerra e o país é governado com firmeza. Hanshiro Tsugumo, um dos muitos ronin (samurais errantes)...",Ação
707,The 3DD Invader,2011,"The 3DD Invader é um filme de comédia sexual de ficção científica de Hong Kong de 2011, dirigido por Cash Chin. O filme é estrelado por Macy Wu...",Comédia
708,Kingsman: Serviço Secreto,2015,"Eggsy é um jovem com problemas de disciplina que parece perto de se tornar um criminoso. Determinado dia, ele entra em contato com Harry, que lhe...",Crime
709,Babygirl,2024,Romy é uma executiva que conquistou seu posto como CEO com muita dedicação. O mesmo se aplica a sua família e o casamento com Jacob. Tudo o que...,Romance
710,Noite da Pizza,2026,"Um grupo de universitários desce para pegar uma pizza no saguão. Só tem um problema: eles estão doidões com uma droga caseira, e a simples jornada...",Comédia
711,O Exterminador do Futuro: Gênesis,2015,"John Connor, líder da resistência humana contra Skynet, envia Kyle Reese de volta a 1984 para proteger sua mãe, Sarah. Porém, Reese se surpreende...",Ficção
712,Grease: Nos Tempos da Brilhantina,1978,"Na Califórnia de 1959, a boa moça Sandy e o metido Danny se apaixonam e aproveitam um verão inesquecível na praia. Quando voltam às aulas, eles...",Romance
713,Animais Fantásticos e Onde Habitam,2016,"O ano é 1926 e algo misterioso, que ameaça expor o mundo bruxo, está deixando rastros de destruição nas ruas de Nova York. Newt Scamander chega à...",Fantasia
714,X: A Marca da Morte,2022,"Em 1979, um grupo de jovens cineastas se propôs a fazer um filme adulto na zona rural do Texas, mas quando seus solitários e idosos anfitriões os...",Terror
715,O Incrível Hulk,2008,"Vivendo escondido e longe de Betty Ross, a mulher que ama, o cientista Bruce Banner busca um meio de retirar a radiação gama que está em seu...",Ficção
716,Os Sonhadores,2003,"Em meio a tumultos políticos, três estudantes se vêem atraídos por sua paixão pelo cinema... e uns pelos outros! Enquanto seus pais estão de...",Drama
717,O Homem Cobra,1973,"Um respeitado especialista em cobras esconde o assustador desejo, de transformar um ser humano no maior dos répteis. Percebendo que seu novo...",Terror
718,Tiros em Columbine,2002,"Documentário que investiga a fascinação dos americanos pelas armas de fogo. Michael Moore, diretor e narrador do filme, questiona a origem dessa...",Documentário
719,Amor e Outras Drogas,2010,"Maggie é uma mulher de espírito livre que não quer se amarrar a alguém de maneira alguma. Ela só não esperava conhecer Jamie, um charmoso vendedor...",Drama
720,Histórias Cruzadas,2011,"Nos anos 60, no Mississippi, Skeeter é uma garota da sociedade que retorna determinada a se tornar escritora. Ela começa a entrevistar as mulheres...",Drama
721,Diário Proibido,2008,"Valére (Belén Fabra) é uma jovem empresária de sucesso, que tem uma intensa vida sexual. Ela possui um diário, onde costuma escrever suas...",Drama
722,Curral de Mulheres,1982,Grupo de marginais aprisiona moças para vendê-las como objetos de prazer. Elas são postas num curral numa fazenda e submetidas a toda espécie de...,Suspense
723,Alien: Covenant,2017,"Viajando pela galáxia, os tripulantes da nave colonizadora Covenant encontram um planeta remoto com ares de paraíso inexplorado. Encantados, eles...",Terror
724,Dunkirk,2017,"Durante a Segunda Guerra Mundial, em maio de 1940, cerca de 400.000 soldados britânicos, franceses e belgas viram-se cercados pelas tropas alemãs...",Guerra
725,Fragmentado,2017,"Embora Kevin tenha revelado 23 personalidades a seu psiquiatra, uma ainda permanece submersa, pronta para se materializar e dominar todas as...",Terror
726,Como Treinar o Seu Dragão 3,2019,"Decidido a fazer de Berk um verdadeiro libelo ao ideal da convivência pacífica entre homens e dragões, Soluço e seus amigos seguem atrás de...",Animação
727,Homem-Formiga,2015,"Dr. Hank Pym, o inventor da fórmula/traje que permite o encolhimento, precisa impedir que seu ex-pupilo Darren Cross consiga replicar o feito e...",Ficção
728,A Princesa e o Sapo,2009,"Desde criança, Tiana sonha em ter um restaurante próprio. Para conseguir a quantia necessária para que possa finalmente alugar o imóvel de seus...",Animação
729,300,2007,"Em 480 a.C., Leônidas, o rei de Esparta, comanda seu pequeno batalhão de 300 soldados contra um exército de mais de 1 milhão de persas na Batalha...",Ação
730,Kung-Fusão,2004,"Em uma cidade controlada pela gangue Axe, o ladrão de segunda categoria Sing quer desesperadamente se tornar um membro. Ele vai para um cortiço...",Ação
731,Sing 2,2021,Buster Moon e seus amigos devem persuadir o recluso astro do rock Clay Calloway a se juntar a eles para a abertura de um novo show.,Animação
732,As Aventuras de Pi,2012,"Pi Patel é filho do dono de um zoológico localizado em Pondicherry, na Índia. Após anos cuidando do negócio, a família decide vender o...",Aventura
733,O Regresso,2015,"Durante uma expedição em uma selvagem região americana, o lendário explorador Hugh Glass é brutalmente atacado por um urso e deixado para morrer...",Faroeste
734,Looper: Assassinos do Futuro,2012,"Na sociedade futurística de 2074, a viagem no tempo só está disponível a quem é capaz de pagar por ela no mercado negro. Quando os mafiosos querem...",Ação
735,Kung Fu Panda 2,2011,"Po vive o sonho de ser o dragão guerreiro, protegendo o Vale da Paz ao lado dos mestres Shifu, Tigresa, Macaco, Víbora, Louva-deus e Garça. Sua...",Animação
736,O Bom Bandido,2025,"Um criminoso carismático durante sua fuga da polícia, assume uma nova identidade e começa a trabalhar em uma loja de brinquedos. Lá, se envolve...",Crime
737,Michael Jackson: Thriller,2008,Uma noite no cinema se transforma em um pesadelo quando Michael e seu par são atacados por uma horda de zumbis sedentos de sangue - apenas um...,Terror
738,Pânico VI,2023,"Sam, Tara, Chad e Mindy, os quatro sobreviventes do massacre realizado pelo Ghostface, decidem deixar Woodsboro para trás em busca de um novo...",Terror
739,Busca Implacável,2008,"Bryan Mills é um ex-agente do governo, que deixou o emprego para que pudesse passar mais tempo com Kim, a filha que teve com sua ex-esposa Lenore....",Ação
740,Grease: Nos Tempos da Brilhantina,1978,"Na Califórnia de 1959, a boa moça Sandy e o metido Danny se apaixonam e aproveitam um verão inesquecível na praia. Quando voltam às aulas, eles...",Romance
741,Histórias Cruzadas,2011,"Nos anos 60, no Mississippi, Skeeter é uma garota da sociedade que retorna determinada a se tornar escritora. Ela começa a entrevistar as mulheres...",Drama
742,Superbad: É Hoje,2007,Os estudantes adolescentes Seth e Evan têm grandes esperanças para uma festa de formatura. Os adolescentes co-dependentes pretendem beber e...,Comédia
743,Salve Geral: Irmandade,2026,"Durante uma onda de violência sem precedentes em São Paulo, uma advogada ligada ao crime precisa fazer um acordo com a polícia para resgatar a...",Ação
744,Ponyo - Uma Amizade que Veio do Mar,2008,"Um garoto de 5 anos chamado Sosuke fica amigo de uma princesa peixinho-dourado chamada Ponyo, que quer desesperadamente virar humana.",Animação
745,Pânico,2022,"Vinte e cinco anos após uma série de crimes brutais chocar a tranquila Woodsboro, um novo assassino se apropria da máscara de Ghostface e começa a...",Terror
746,O Planeta dos Macacos,1968,"George Taylor, um astronauta americano, viaja por séculos em estado de hibernação. Ao acordar, ele e seus companheiros se vêem em um planeta...",Ficção
747,O Lado Bom da Vida,2012,"Ao perder o emprego e a esposa, Pat Solatano vai morar com os pais. Ele quer reconstruir sua vida, mas seus pais ficariam felizes se ele...",Drama
748,Venom: Tempo de Carnificina,2021,"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor...",Ficção
