id,nome,ano,sinopse,genero
511,Shrek 2,2004,"Após se casar com a Princesa Fiona, Shrek vive feliz em seu pântano. Ao retornar de sua lua-de-mel Fiona recebe uma carta de seus pais, que não...",Animação
512,Carros 3,2017,"Durante mais uma disputa eletrizante nas pistas, o campeão Relâmpago McQueen acelerou demais e acabou perdendo o controle. Agora, após ter...",Animação
513,Mortal Kombat Legends: A Vingança de Scorpion,2020,"Após o massacre cruel de sua família pelo mercenário Sub-Zero, Hanzo Hasashi é exilado no tortuoso Netherrealm, lá, em troca de sua servidão ao...",Animação
514,Amor de Redenção,2022,"Califórnia, 1850. Angel, vendida como prostituta quando criança, aprendeu a desconfiar de todos os homens, que a veem apenas como uma forma de...",Romance
515,Closer: Perto Demais,2004,"Anna (Julia Roberts) é uma fotógrafa bem sucedida, que se divorciou recentemente. Ela conhece e seduz Dan (Jude Law), um aspirante a romancista...",Drama
516,Os Infiltrados,2006,"Billy Costigan, um jovem policial, recebe a missão de se infiltrar na máfia, mais especificamente no grupo comandado por Frank Costello. Billy...",Drama
517,Dungeons & Dragons: Honra Entre Rebeldes,2023,"Um ladrão charmoso e um grupo de aventureiros improváveis empreendem um assalto épico para recuperar uma relíquia perdida, mas as coisas dão...",Aventura
518,Perfect Blue,1998,"Mima Kirigoe é membro de uma banda de música pop japonesa (J-Pop), chamada ""CHAM!"", que decide deixar a banda para se dedicar à carreira de atriz....",Animação
519,Aquaman 2: O Reino Perdido,2023,"Agora mais temível do que nunca, Arraia Negra detém o poder do mítico Tridente Preto e sua ancestral força malévola. Para derrotá-lo, Aquaman...",Ação
520,Os Pinguins de Madagascar - O Filme,2014,"Vindos da franquia de animação Madagascar, Capitão, Kowalski, Rico e Recruta, a elite do pinguins espiões, são capturados em uma missão que tinha...",Família
521,Sonic: O Filme,2020,"Sonic, o ouriço azul mais veloz do mundo, vive isolado e sem amigos na Terra desde que precisou fugir de seu planeta natal. Todavia, ele recebe a...",Ação
522,Elio,2025,"Elio, um garoto oprimido com uma imaginação fértil, acaba sendo transportado acidentalmente para o Comuniverso. Identificado por engano como o...",Aventura
523,Desejo e Perigo,2007,"Durante a Segunda Guerra Mundial, uma agente secreta deve seduzir e assassinar um oficial que trabalha para o governo fantoche japonês em Xangai.",Ação
524,Longlegs - Vínculo Mortal,2024,"A agente do FBI Lee Harker é designada para o caso de um serial killer que toma rumos inesperados, revelando indícios de ocultismo. Harker...",Crime
525,Star Wars: O Despertar da Força,2015,"A queda de Darth Vader e do Império levou ao surgimento de uma nova força sombria: a Primeira Ordem. Eles procuram o jedi Luke Skywalker,...",Aventura
526,Anora,2024,"Anora, uma jovem profissional do sexo que trabalha nas noites do Brooklyn, pode se tornar a Cinderela da sua própria história quando encontra e...",Drama
527,Como Treinar o Seu Dragão,2010,"Soluço é um jovem viking que desafia a tradição, quando fica amigo de um dos mais mortais inimigos — um feroz dragão que ele chama de Banguela.",Fantasia
528,Não Entre,2026,"Um grupo de exploradores investiga um antigo hotel abandonado, encontrando um estranho ser sobrenatural e um grupo rival em busca de um lendário...",Terror
529,La La Land: Cantando Estações,2016,"O pianista Sebastian conhece a atriz Mia, e os dois se apaixonam perdidamente. Em busca de oportunidades para suas carreiras na competitiva Los...",Comédia
530,Gênio Indomável,1997,"Um professor do MIT descobre que um faxineiro da universidade é um gênio da matemática, e um psicólogo pouco ortodoxo ajuda o jovem a desenvolver...",Drama
531,Missão: Impossível - Acerto de Contas Parte 1,2023,Ethan Hunt e sua equipe embarcam em sua missão mais perigosa: rastrear uma nova arma aterrorizante que ameaça toda a humanidade antes que caia em...,Ação
532,Onze Homens e um Segredo,2001,Danny Ocean é um homem de ação. Apenas 24 horas após deixar a penitenciária de Nova Jersey ele já está pondo em prática seu mais novo plano:...,Suspense
533,O Máskara,1994,"Em Edge City vive Stanley Ipkiss, um cara decente que trabalha em um banco, mas é socialmente desajeitado e sem muito sucesso com as mulheres....",Comédia
534,Águas Profundas,2022,"Vic e Melinda são um casal que, ao tentar resolver os problemas do casamento, abre a relação para ter casos com outras pessoas. Mas, quando os...",Drama
535,Não Olhe para Cima,2021,Dois astrônomos descobrem um cometa mortal vindo em direção à Terra e partem em um tour midiático para alertar a humanidade. Só que ninguém parece...,Comédia
536,Os Infiltrados,2006,"Billy Costigan, um jovem policial, recebe a missão de se infiltrar na máfia, mais especificamente no grupo comandado por Frank Costello. Billy...",Drama
537,Thor: O Mundo Sombrio,2013,"Thor precisa contar com a ajuda de seus companheiros e até de seu traiçoeiro irmão Loki em um plano audacioso para salvar o universo. Entretanto,...",Ação
538,Meu Amigo Totoro,1988,Duas irmãs se mudam para o campo com o pai para ficarem mais próximas da mãe hospitalizada e descobrem que as árvores ao redor são habitadas por...,Fantasia
539,O Quinto Elemento,1997,"No século XXIII, um motorista de taxi de Nova York se envolve em uma aventura na qual tem de deter um ser demoníaco que percorre a galáxia a cada...",Ficção
540,O Protetor: Capítulo Final,2023,"Sentindo-se em casa no sul da Itália, o ex-agente Robert McCall logo descobre que seus novos amigos estão sob o controle dos chefes do crime...",Ação
541,Frozen II,2019,"Elsa, Anna, Kristoff, Olaf e Sven se aventuram na floresta encantada e nos mares escuros além de Arendelle – onde Elsa descobre não apenas a...",Família
542,Minions & Monstros,2026,O terceiro filme da série spin-off dos Minions e o sétimo filme geral da franquia Meu Malvado Favorito.,Aventura
543,Star Wars: Episódio III - A Vingança dos Sith,2005,"As Guerras Clônicas estão em pleno andamento e Anakin Skywalker mantém um elo de lealdade com Palpatine, ao mesmo tempo em que luta para que seu...",Aventura
544,xXx: Reativado,2017,"Quando um grupo de mercenários letais rouba uma arma de alta tecnologia, que representa uma ameaça global, o mundo precisa do superespião Xander...",Ação
545,Doutor Estranho,2016,"Após sua carreira ser destruída, um brilhante, porém arrogante, cirurgião ganha uma nova chance em sua vida quando um feiticeiro o treina para se...",Fantasia
546,O Dublê,2024,Colt é um dublê que tem uma tremenda queda pela diretora do filme que está filmando. As coisas começam a dar errado quando o ator principal do...,Ação
547,MIB - Homens de Preto,1997,"Kay e Jay, os Homens de Preto, são o maior segredo já mantido no universo. Eles são agentes de uma agência não-oficial do governo e responsáveis...",Ação
548,Mestres do Universo,2026,"Adam caiu na Terra quando era criança e perdeu a espada mágica que o ligava a Eternia. Quase 20 anos depois, ele a recupera e retorna ao seu...",Ação
549,"Kagemusha, a Sombra do Samurai",1980,"Shingen, um poderoso Senhor da Guerra seriamente ferido, ordena seu clã que encontre um sósia para o substituir caso faleça - para manter a sua...",Ação
550,A Queda,2022,"Becky e Hunter são duas amigas que buscam aventura e enfrentam grande alturas em suas escaladas. Depois de um grande drama vivido por elas, as...",Suspense
551,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",2005,"Durante os bombardeios da Segunda Guerra Mundial de Londres, quatro irmãos ingleses são enviados para uma casa de campo onde eles estarão seguros....",Aventura
552,Midsommar: O Mal Não Espera a Noite,2019,Dani e Christian formam um jovem casal americano com um relacionamento prestes a desmoronar. Mas depois que uma tragédia familiar os mantém...,Terror
553,O Máskara,1994,"Em Edge City vive Stanley Ipkiss, um cara decente que trabalha em um banco, mas é socialmente desajeitado e sem muito sucesso com as mulheres....",Comédia
554,Matilda,1996,"Matilda é uma criança brilhante que cresceu ignorada pelos pais, a ponto de esquecerem de matriculá-la na escola. Quando a menina descobre que...",Comédia
555,Ponte para Terabítia,2007,"Jess sente-se um estranho na escola e até mesmo em sua família. Durante todo o verão ele treinou para ser o garoto mais rápido da escola, mas seus...",Aventura
556,Vidas Passadas,2023,Nora e Hae Sung são amigos de infância profundamente conectados que se separam quando a família de Nora emigra da Coreia do Sul. Duas décadas...,Drama
557,Babilônia,2022,"Durante a era de ouro de Hollywood, em Los Angeles da década de 1920, um jovem latino está determinado a conseguir uma carreira enquanto o cinema...",Drama
558,Turbulência,2025,"Um casal embarca em uma aventura de balão de ar quente, mas circunstâncias imprevistas levam a situações de risco de vida que testam seu amor e...",Suspense
559,Advogado do Diabo,1997,"Kevin Lomax, advogado de uma pequena cidade da Flórida que nunca perdeu um caso, é contratado por John Milton, dono da maior firma de advocacia de...",Terror
560,A Guerra do Amanhã,2021,"Em 2051, a humanidade está perdendo uma guerra global contra uma espécie mortal de alienígenas. Para garantir a sobrevivência dos humanos,...",Ação
561,Indiana Jones e os Caçadores da Arca Perdida,1981,"Em 1936, o professor e arqueólogo Indiana Jones é contratado pelo governo para encontrar a Arca da Aliança, que segundo as escrituras bíblicas...",Aventura
562,Entre Facas e Segredos,2019,"Após comemorar 85 anos de idade, o famoso escritor de histórias policiais Harlan Thrombey é encontrado morto dentro de sua propriedade. Logo, o...",Comédia
563,Kung Fu Panda 3,2016,"Em uma visita a uma vila secreta com o pai, Po forma um exército de pandas para combater um espírito maligno que ameaça a China.",Animação
564,Era Uma Vez na América,1984,"Depois de crescer no gueto judeu de Nova Iorque e se destacar no crime organizado da Era da Proibição, um gângster de idade retorna a Brooklyn...",Drama
565,O Agente Secreto,2025,"No Brasil de 1977, Marcelo, um especialista em tecnologia fugindo de um passado misterioso, volta ao Recife em busca de um pouco de paz, mas...",Suspense
566,Perfect Blue,1998,"Mima Kirigoe é membro de uma banda de música pop japonesa (J-Pop), chamada ""CHAM!"", que decide deixar a banda para se dedicar à carreira de atriz....",Animação
567,Atrevida: A Paixão Não Tem Regras,2023,"Elya, de 20 anos, é estudante e futura ecologista. Um dia, Matvey, chefe de uma empresa de construção, chega à sua universidade para falar sobre...",Drama
568,Patos!,2023,"A família Mallard está um pouco refém da rotina. Enquanto Mack, o pai, se contenta em manter sua família segura nos arredores de um lago da Nova...",Família
569,Anjos e Demônios,2009,"O professor de simbologia Robert Langdon, depois de decifrar o código DaVinci, é chamado pelo Vaticano para investigar o misterioso...",Suspense
570,O Pianista,2002,Um pianista judeu polonês vê Varsóvia mudar gradualmente à medida que a Segunda Guerra Mundial começa. Szpilman é forçado a ir para o Gueto de...,Drama
571,Kingsman: Serviço Secreto,2015,"Eggsy é um jovem com problemas de disciplina que parece perto de se tornar um criminoso. Determinado dia, ele entra em contato com Harry, que lhe...",Crime
572,Show de Vizinha,2004,O bom aluno e formando Matthew Kidman tem planos para se formar com louvor e evitar todos os problemas da adolescência. Mas Matthew não contava...,Comédia
573,Laila,2025,"Sonu Model, um renomado cabeleireiro da cidade velha, é forçado a se disfarçar de Laila, o que leva a uma série de eventos cômicos, românticos e...",Comédia
574,Ponte para Terabítia,2007,"Jess sente-se um estranho na escola e até mesmo em sua família. Durante todo o verão ele treinou para ser o garoto mais rápido da escola, mas seus...",Aventura
575,Sorria 2,2024,"Prestes a embarcar em uma nova turnê mundial, a sensação pop global Skye Riley (Naomi Scott) começa a vivenciar acontecimentos cada vez mais...",Terror
576,Irmão Urso,2003,"Em busca de vingança por seu pai ter sido morto por um urso, o índio Kenai acaba sendo amaldiçoado pelos espíritos da floresta e é transformado em...",Aventura
577,Kulong,2024,Três amigos se refugiam em um resort para colaborar em um roteiro ousado para um concurso. Diante do desafio de escrever sobre paixão apesar de...,Drama
578,Rogue One: Uma História Star Wars,2016,"Ainda criança, Jyn Erso foi afastada de seu pai, devido à exigência do diretor Krennic de que ele trabalhasse na construção da arma mais poderosa...",Ação
579,Dunkirk,2017,"Durante a Segunda Guerra Mundial, em maio de 1940, cerca de 400.000 soldados britânicos, franceses e belgas viram-se cercados pelas tropas alemãs...",Guerra
580,O Incrível Hulk,2008,"Vivendo escondido e longe de Betty Ross, a mulher que ama, o cientista Bruce Banner busca um meio de retirar a radiação gama que está em seu...",Ficção
581,Ursos Sem Curso: O Filme,2020,"Quando Pardo, Panda e Polar, amantes de food trucks e vídeos virais saem de controle, chamam a atenção do Agente Trout da Guarda Nacional de...",Animação
582,Vida de Inseto,1998,"Flik é uma formiga cheia de ideias que, em nome dos ""insetos oprimidos de todo o mundo"", precisa contratar guerreiros para defender sua colônia de...",Família
583,Toy Story 4,2019,"Agora morando na casa da pequena Bonnie, Woody apresenta aos amigos o novo brinquedo construído por ela: Garfinho, baseado em um garfo de verdade....",Família
584,Matilda,1996,"Matilda é uma criança brilhante que cresceu ignorada pelos pais, a ponto de esquecerem de matriculá-la na escola. Quando a menina descobre que...",Comédia
585,A Lenda de Hei 2,2025,"O filme conta a história de uma “nova missão” do Monster Hall. Diante de uma série de mistérios, Xiaohei e sua irmã mais velha, Luye, embarcam em...",Animação
586,Star Wars: Episódio III - A Vingança dos Sith,2005,"As Guerras Clônicas estão em pleno andamento e Anakin Skywalker mantém um elo de lealdade com Palpatine, ao mesmo tempo em que luta para que seu...",Aventura
587,No Limite do Amanhã,2014,"A Terra está dominada por alienígenas e o major Bill Cage, um relações públicas das Forças Armadas dos Estados Unidos, é obrigado a ir para a...",Ação
588,O Homem de Aço,2013,"Um garoto descobre que não é deste planeta e que tem poderes extraordinários. Quando se torna adolescente, viaja para descobrir de onde veio e...",Ação
589,O Monstro do Meu Quarto,2025,"Aurora, uma menina de 10 anos, tem um vizinho misterioso que mata monstros da vida real. Ele é um assassino de aluguel. Então, quando Aurora...",Fantasia
590,Eu Sou a Lenda,2007,Robert Neville é um brilhante cientista e o único sobrevivente de uma epidemia que transformou os humanos em mutantes sedentos por sangue. Andando...,Drama
591,A Pequena Sereia,2023,"Ariel é uma curiosa sereia que deseja experimentar a vida em terra firme e, contra a vontade de seu pai, visita a superfície. Ariel se vê em uma...",Aventura
592,Estrelas Além do Tempo,2016,"Ano 1961, em plena Guerra Fria, Estados Unidos e União Soviética disputam a supremacia na corrida espacial ao mesmo tempo em que a sociedade...",Drama
593,Os Suspeitos,2013,"Depois que sua filha de seis anos e uma amiga dela são sequestradas, Keller Dove, um carpinteiro de Boston, enfrenta o departamento de polícia e o...",Drama
594,Jujutsu Kaisen 0: O Filme,2021,"Quando Yuta Okkotsu era pequeno, sua amiga Rika Orimoto morreu num acidente de trânsito, bem na sua frente. Ela se tornou uma aparição,...",Animação
595,Ninguém Mexe com a Vovó,2024,"Jasper é um ex-soldado que costuma visitar sua avó para realizar pequenos trabalhos domésticos. Enquanto conserta uma pia quebrada, ele precisa...",Comédia
596,Alice: Subservience,2024,"Um pai de família compra uma robô com inteligência artificial para auxiliar nos afazeres domésticos. No entanto, todos seus planos mudam quando a...",Ficção
597,O Dublê,2024,Colt é um dublê que tem uma tremenda queda pela diretora do filme que está filmando. As coisas começam a dar errado quando o ator principal do...,Ação
598,John Wick: Um Novo Dia para Matar,2017,O lendário John Wick é forçado a deixar a aposentadoria em função de um criminoso que conspira para tomar o controle de um clã de assassinos...,Ação
599,Green Book: O Guia,2018,"Quando Tony Lip, um segurança ítalo-americano, é contratado como motorista do Dr. Don Shirley, um pianista negro de classe alta, durante uma turnê...",Drama
600,O Espelho,1975,"Um homem relembra o passado, entre as coisas que viveu de verdade e a imaginação sobre as coisas que lhe foram contadas e que se confundem com a...",Drama
601,Backrooms: Um Não-Lugar,2026,"Em uma dimensão paralela, uma terapeuta é forçada a enfrentar o desconhecido para trazer seu paciente desaparecido de volta ao mundo real.",Terror
602,A Bela e a Fera,2017,"Moradora de uma pequena aldeia francesa, Bela tem o pai capturado pela Fera e decide entregar sua vida ao estranho ser em troca da liberdade do...",Família
603,Boyka: O Imbatível,2016,"No quarto capítulo da franquia de luta, Boyka está atirando para as grandes ligas quando uma morte acidental no ringue faz dele questionar tudo o...",Ação
604,Dilwale vai levar a noiva,1995,"Raj e Simran são dois jovens indianos vivendo em Londres que, acidentalmente, se conhecem durante uma viagem pela Europa. Eles se apaixonam, mas...",Comédia
605,O Sexto Sentido,1999,"Dr. Malcolm Crowe é um conceituado psicólogo infantil, que vive atormentado pela terrível lembrança de um jovem paciente que ele não foi capaz de...",Mistério
606,O Estágio,2026,"Uma assassina treinada pela CIA recruta outros graduados de seu programa secreto de infância, conhecido como “O Estágio”, para destruir...",Ação
607,O Monstro do Meu Quarto,2025,"Aurora, uma menina de 10 anos, tem um vizinho misterioso que mata monstros da vida real. Ele é um assassino de aluguel. Então, quando Aurora...",Fantasia
608,Shrek Terceiro,2007,"O rei Harold, pai de Fiona, morre repentinamente. Com isto Shrek precisa ser coroado rei, algo que ele jamais pensou em ser. Juntamente com o...",Fantasia
609,Mulher-Maravilha,2017,"Treinada desde cedo para ser uma guerreira imbatível, Diana Prince nunca saiu da paradisíaca ilha em que é reconhecida como Princesa das Amazonas....",Ação
610,Elio,2025,"Elio, um garoto oprimido com uma imaginação fértil, acaba sendo transportado acidentalmente para o Comuniverso. Identificado por engano como o...",Aventura
611,Garota do Século 20,2022,O ano é 1999 e uma adolescente começa a monitorar o garoto pelo qual a melhor amiga está apaixonada. Tudo vai bem até que um outro amor começa a...,Romance
612,Vivo ou Morto: Um Mistério Knives Out,2025,O detetive Benoit Blanc conta com a ajuda de um jovem padre para investigar um crime perfeitamente impossível na igreja de uma cidadezinha que tem...,Suspense
613,O Exorcista,1973,"Em Georgetown, Washington, uma atriz vai gradativamente tomando consciência que a sua filha de doze anos está tendo um comportamento completamente...",Terror
614,Iron Maiden: Burning Ambition,2026,"O longa explora como o Iron Maiden ajudou a moldar um movimento cultural, desafiando visões convencionais sobre o rock e o impacto mais amplo do...",Documentário
615,Hércules,2014,"Meio homem, meio deus, o semideus Hércules anda atormentado pela terra. Depois de doze árduos trabalhos realizados e a perda de sua família, ele...",Ação
616,Trem-Bala,2022,5 assassinos da máfia japonesa se encontram à bordo de um trem-bala que faz o trajeto entre as cidades Tóquio até Morioka com poucas paradas....,Ação
617,O Mágico de Oz,1939,Dorothy e seu cachorro Totó são levados para a terra mágica de Oz quando um ciclone passa pela fazenda de seus avós no Kansas. Eles viajam em...,Aventura
618,Godzilla Minus One,2023,"Em um Japão social e economicamente devastado após o término da Segunda Guerra Mundial, a situação chega a um nível ainda mais crítico quando uma...",Ficção
619,Sonic 2: O Filme,2022,"Depois de se estabelecer em Green Hills, Sonic está pronto para mais liberdade e deixar sua marca como um herói, e Tom e Maddie concordam em...",Ação
620,Wonka,2023,"Antes de se tornar a mente brilhante por trás da maior fábrica de chocolate do mundo, Willy precisou enfrentar vários obstáculos. Cheio de ideias...",Comédia
621,Doutor Estranho,2016,"Após sua carreira ser destruída, um brilhante, porém arrogante, cirurgião ganha uma nova chance em sua vida quando um feiticeiro o treina para se...",Fantasia
622,Detona Ralph,2012,"Ralph está cansado de ser desprezado no seu próprio jogo de fliperama. Para ganhar a atenção do herói Felix e todos os outros personagens, o vilão...",Família
623,Taxi Driver: Motorista de Táxi,1976,Veterano de guerra mentalmente instável trabalha como taxista em Nova York. Decadência e desprezo alimentam seu desejo de ação violenta.,Crime
624,Rocky: Um Lutador,1976,"Rocky Balboa, um pequeno boxeador da classe trabalhadora da Filadélfia, é arbitrariamente escolhido para lutar contra o campeão dos pesos pesados,...",Drama
625,A Hora do Rush 2,2001,"Depois que um atentado a bomba na Embaixada dos Estados Unidos em Hong Kong mata dois agentes que investigavam contrabando de dinheiro, os...",Ação
626,A Nova Onda do Imperador,2000,"Divirta-se com o arrogante imperador Kuzco que é transformado em Ihama pela malvada conselheira Yzma e seu capanga bonitão Kronk, para governar o...",Aventura
627,A Paixão de Cristo,2004,"O filme narra as últimas 12 horas de Jesus Cristo, que, após ser traído por Judas, é preso e levado para o julgamento de Poncio Pilatos. Sem...",Drama
628,A Princesa e o Sapo,2009,"Desde criança, Tiana sonha em ter um restaurante próprio. Para conseguir a quantia necessária para que possa finalmente alugar o imóvel de seus...",Animação
629,Rio,2011,"Capturada por contrabandistas de animais quando tinha acabado de nascer, a arara Blu nunca aprendeu a voar e vive uma vida domesticada feliz em...",Animação
630,Kung Fu Futebol Clube,2001,"Sing, que é adepto da prática do kung fu shaolin, resolve usar os seus chutes poderosos em outro esporte. Ele reúne os amigos lutadores e monta um...",Ação
631,O Exorcista,1973,"Em Georgetown, Washington, uma atriz vai gradativamente tomando consciência que a sua filha de doze anos está tendo um comportamento completamente...",Terror
632,Blade: O Caçador de Vampiros,1998,"Após ser contaminado pelo sangue de uma criatura das trevas, Blade transformou-se num guerreiro imortal, metade-homem, metade-vampiro. Desde...",Terror
633,Os Croods,2013,"Um terremoto destrói a caverna de uma família pré-histórica, que vive novas experiências em terras desconhecidas em sua busca por um novo lar.",Animação
634,Backrooms: Um Não-Lugar,2026,"Em uma dimensão paralela, uma terapeuta é forçada a enfrentar o desconhecido para trazer seu paciente desaparecido de volta ao mundo real.",Terror
635,Prenda-Me se For Capaz,2002,"Frank Abagnale Jr. já foi médico, advogado e co-piloto, tudo isso com apenas 18 anos. Mestre na arte do disfarce, ele aproveita suas habilidades...",Drama
636,Era uma Vez no Oeste,1968,"Enquanto os construtores ferroviários marcham imparavelmente através do deserto de Arizona a caminho do mar, Jill chega à pequena cidade de...",Drama
637,Alice no País das Maravilhas,2010,"A Alice de 19 anos de idade, que regressa ao excêntrico mundo que encontrou pela primeira vez quando era criança reunindo-se assim com os seus...",Família
638,Coração Valente,1995,"No século XIII, soldados ingleses matam a mulher do escocês William Wallace, bem na sua noite de núpcias. Para vingar a amada, ele resolve liderar...",Ação
639,Karate Kid,2010,"Dre Parker se mudou com a mãe para Pequim, devido ao trabalho dela. Logo ao chegar, ele se interessa por Meiying, uma garota que conhece...",Ação
640,Amor de Redenção,2022,"Califórnia, 1850. Angel, vendida como prostituta quando criança, aprendeu a desconfiar de todos os homens, que a veem apenas como uma forma de...",Romance
641,Turbulência,2025,"Um casal embarca em uma aventura de balão de ar quente, mas circunstâncias imprevistas levam a situações de risco de vida que testam seu amor e...",Suspense
642,Blade: O Caçador de Vampiros,1998,"Após ser contaminado pelo sangue de uma criatura das trevas, Blade transformou-se num guerreiro imortal, metade-homem, metade-vampiro. Desde...",Terror
643,Terrifier 3,2024,O palhaço assassino Art está pronto para espalhar o caos sobre os moradores inocentes do Condado de Miles durante uma pacífica véspera de Natal.,Terror
644,A Queda,2022,"Becky e Hunter são duas amigas que buscam aventura e enfrentam grande alturas em suas escaladas. Depois de um grande drama vivido por elas, as...",Suspense
645,Bohemian Rhapsody,2018,"Freddie Mercury e seus companheiros Brian May, Roger Taylor e John Deacon mudam o mundo da música para sempre ao formar a banda Queen, durante a...",Música
646,Jujutsu Kaisen 0: O Filme,2021,"Quando Yuta Okkotsu era pequeno, sua amiga Rika Orimoto morreu num acidente de trânsito, bem na sua frente. Ela se tornou uma aparição,...",Animação
647,Chappie,2015,"Em um futuro próximo, a África do Sul decidiu substituir os seus policiais humanos por robôs dotados de inteligência artificial. O criador, o...",Crime
648,Godzilla vs. Kong,2021,"Em uma época em que os monstros andam na Terra, a luta da humanidade por seu futuro coloca Godzilla e Kong em rota de colisão que verá as duas...",Ação
649,Closer: Perto Demais,2004,"Anna (Julia Roberts) é uma fotógrafa bem sucedida, que se divorciou recentemente. Ela conhece e seduz Dan (Jude Law), um aspirante a romancista...",Drama
650,Jurassic World: O Mundo dos Dinossauros,2015,"Vinte e dois anos depois dos acontecimentos em Jurassic Park, a Isla Nublar foi transformada num enorme parque temático bem sucedido, o Jurassic...",Aventura
651,Faça Ela Voltar,2025,"Dois meios-irmãos, Andy e Piper, têm suas vidas viradas de cabeça para baixo após encontrarem o pai morto no banheiro, o que os leva a um lar...",Terror
652,1917,2019,Os cabos Schofield e Blake são jovens soldados britânicos durante a Primeira Guerra Mundial. Quando eles são encarregados de uma missão...,Guerra
653,O Agente Secreto,2025,"No Brasil de 1977, Marcelo, um especialista em tecnologia fugindo de um passado misterioso, volta ao Recife em busca de um pouco de paz, mas...",Suspense
654,Hereditário,2018,"Após a morte da reclusa avó, a família Graham começa a desvendar algumas coisas. Mesmo após a partida da matriarca, ela permanece como se fosse...",Terror
655,Mortal Kombat: A Aniquilação,1997,"Shao Kahn, o imperador do Outworld, desrespeita todas as regras de Mortal Kombat e abre ilegalmente as portas entre o seu reino e a Terra. Se elas...",Ação
656,José: O Rei dos Sonhos,2000,"Um dia, José tem um sonho premonitório: ele acredita que, de alguma forma, ele será rei e líder de todo um povo. Isso aumenta ainda mais a inveja...",Família
657,Alice no País das Maravilhas,2010,"A Alice de 19 anos de idade, que regressa ao excêntrico mundo que encontrou pela primeira vez quando era criança reunindo-se assim com os seus...",Família
658,Atirador,2007,O atirador Marksman Bob Lee Swagger deixa o exército e desaparece sem deixar rastros. Ele volta para impedir o assassinato do Presidente dos...,Drama
659,Dia D,2026,A existência de vida extraterrestre torna-se uma realidade inegável para todos os habitantes da Terra em um único instante. O mundo entra em...,Mistério
660,Norbit - Uma Comédia de Peso,2007,"Norbit foi criado pelo sr. Wong, que o encontrou ainda bebê no Restaurante e Orfanato Wonton Dourado. Foi neste local que ele conheceu sua alma...",Comédia
661,O Serviço de Entregas da Kiki,1989,"Uma jovem bruxa, em seu ano obrigatório de vida independente, acha difícil se adaptar a uma nova comunidade enquanto se sustenta administrando um...",Animação
662,Tempo de Guerra,2025,"Um pelotão de SEALs da marinha embarca em uma missão perigosa em Ramadi, Iraque, com o caos e a irmandade da guerra recontados por meio de suas...",Guerra
663,007: Cassino Royale,2006,"Depois de obter o status 00 e uma licença para matar, o agente secreto James Bond parte em sua primeira missão como 007. Bond precisa derrotar um...",Aventura
664,Lobos,2024,Dois solucionadores rivais se cruzam quando ambos são chamados para encobrir o erro de uma importante figura pública de Nova York. Durante uma...,Crime
665,Halloween - A Noite do Terror,1978,"Na noite de Halloween de 1963, Michael Myers, de seis anos, assassina brutalmente sua irmã. Preso em uma instituição para doentes mentais sob os...",Terror
666,Malévola,2014,"Motivada por vingança e o desejo feroz de proteger seu reino, Malévola cruelmente coloca uma maldição irrevogável na filha recém-nascida do rei...",Fantasia
667,A Caçada,2020,Doze estranhos acordam em uma clareira. Eles não sabem onde estão ou como chegaram lá. Eles não sabem que foram escolhidos para um propósito muito...,Ação
668,Hércules,2014,"Meio homem, meio deus, o semideus Hércules anda atormentado pela terra. Depois de doze árduos trabalhos realizados e a perda de sua família, ele...",Ação
669,Five Nights at Freddy's - O Pesadelo Sem Fim,2023,"Enquanto passa sua primeira noite no trabalho, um problemático guarda de segurança da Pizzaria Freddy Fazbear logo percebe que não será uma tarefa...",Terror
670,Missão: Impossível - Acerto de Contas Parte 1,2023,Ethan Hunt e sua equipe embarcam em sua missão mais perigosa: rastrear uma nova arma aterrorizante que ameaça toda a humanidade antes que caia em...,Ação
671,Extermínio,2002,"Um poderoso vírus está a solta. Transmitido em uma gota de sangue e com efeito devastador em alguns segundos, o vírus mantém os infectados em um...",Terror
672,Família de Aluguel,2025,"Um ator americano em Tóquio consegue um emprego incomum: trabalhar para uma agência japonesa de ""parentes de aluguel"". No contato com os clientes...",Drama
673,Jack Reacher: Sem Retorno,2016,"Jack Reacher retorna para reafirmar sua ousada marca de justiça, em ""uma divertida aventura de ação"" baseada na série de best-sellers do autor Lee...",Ação
674,Os Incríveis 2,2018,Helena é chamada para liderar uma campanha para trazer os superheróis de volta. Enquanto Roberto deve enfrentar os desafios heroicos do dia a dia...,Ação
675,A Morte do Demônio,2013,Um chalé abandonado. Uma antiga maldição. Um mal implacável. Os produtores originais se reúnem para apresentar uma genuinamente aterrorizante...,Terror
676,Duro de Matar,1988,O policial de Nova York John McClane está visitando sua família no Natal. Ele participa de uma confraternização de fim de ano na sede da empresa...,Ação
677,O Império dos Sentidos,1976,A história de uma ex-prostituta que envolve-se em um caso de amor obsessivo com o senhorio de uma propriedade onde ela trabalha como criada. O que...,Drama
678,Rogue One: Uma História Star Wars,2016,"Ainda criança, Jyn Erso foi afastada de seu pai, devido à exigência do diretor Krennic de que ele trabalhasse na construção da arma mais poderosa...",Ação
679,1917,2019,Os cabos Schofield e Blake são jovens soldados britânicos durante a Primeira Guerra Mundial. Quando eles são encarregados de uma missão...,Guerra
